label,cluster_no
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
chickpea,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
kidneybeans,1
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,1
pigeonpeas,5
pigeonpeas,5
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,1
pigeonpeas,1
pigeonpeas,1
pigeonpeas,5
pigeonpeas,1
pigeonpeas,1
pigeonpeas,5
pigeonpeas,1
pigeonpeas,5
pigeonpeas,1
pigeonpeas,1
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
pigeonpeas,1
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,1
pigeonpeas,5
pigeonpeas,1
pigeonpeas,5
pigeonpeas,5
pigeonpeas,1
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,1
pigeonpeas,5
pigeonpeas,1
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,1
pigeonpeas,1
pigeonpeas,5
pigeonpeas,5
pigeonpeas,1
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,6
pigeonpeas,5
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,5
pigeonpeas,1
pigeonpeas,1
pigeonpeas,5
pigeonpeas,1
pigeonpeas,6
pigeonpeas,1
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,1
pigeonpeas,1
pigeonpeas,5
pigeonpeas,5
pigeonpeas,1
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
pigeonpeas,1
pigeonpeas,4
pigeonpeas,1
pigeonpeas,1
pigeonpeas,5
pigeonpeas,5
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
pigeonpeas,4
pigeonpeas,1
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
mungbean,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
blackgram,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,1
lentil,5
lentil,5
lentil,1
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,1
lentil,1
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
lentil,5
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
pomegranate,4
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
banana,2
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
grapes,7
grapes,7
grapes,7
grapes,7
grapes,3
grapes,7
grapes,3
grapes,3
grapes,3
grapes,7
grapes,7
grapes,3
grapes,7
grapes,3
grapes,3
grapes,7
grapes,3
grapes,3
grapes,3
grapes,7
grapes,7
grapes,3
grapes,3
grapes,7
grapes,3
grapes,3
grapes,3
grapes,3
grapes,7
grapes,7
grapes,7
grapes,3
grapes,7
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,7
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,7
grapes,7
grapes,7
grapes,7
grapes,3
grapes,3
grapes,3
grapes,7
grapes,3
grapes,7
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,7
grapes,7
grapes,3
grapes,7
grapes,3
grapes,3
grapes,7
grapes,3
grapes,3
grapes,7
grapes,7
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,7
grapes,3
grapes,7
grapes,7
grapes,7
grapes,7
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,7
grapes,3
grapes,3
grapes,3
grapes,3
grapes,7
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,5
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,5
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,5
orange,4
orange,4
orange,4
orange,5
orange,5
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,5
orange,4
orange,4
orange,4
orange,5
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,5
orange,5
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,5
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,5
orange,4
orange,4
orange,4
orange,4
orange,4
orange,4
orange,5
orange,5
orange,4
orange,4
orange,4
orange,5
orange,4
orange,4
orange,4
orange,4
orange,4
orange,5
orange,5
orange,5
orange,4
orange,4
orange,4
orange,4
papaya,6
papaya,5
papaya,5
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,5
papaya,6
papaya,5
papaya,6
papaya,6
papaya,5
papaya,5
papaya,6
papaya,5
papaya,5
papaya,5
papaya,5
papaya,6
papaya,5
papaya,6
papaya,6
papaya,5
papaya,5
papaya,5
papaya,5
papaya,5
papaya,6
papaya,5
papaya,5
papaya,5
papaya,6
papaya,6
papaya,5
papaya,6
papaya,6
papaya,6
papaya,5
papaya,5
papaya,6
papaya,5
papaya,5
papaya,6
papaya,6
papaya,5
papaya,6
papaya,6
papaya,6
papaya,4
papaya,6
papaya,2
papaya,5
papaya,5
papaya,6
papaya,6
papaya,4
papaya,5
papaya,6
papaya,2
papaya,2
papaya,5
papaya,5
papaya,5
papaya,2
papaya,5
papaya,2
papaya,6
papaya,6
papaya,5
papaya,6
papaya,6
papaya,5
papaya,6
papaya,6
papaya,2
papaya,5
papaya,5
papaya,6
papaya,6
papaya,6
papaya,5
papaya,5
papaya,6
papaya,5
papaya,2
papaya,2
papaya,6
papaya,5
papaya,6
papaya,5
papaya,5
papaya,5
papaya,6
papaya,6
papaya,6
coconut,6
coconut,6
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,6
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,6
coconut,6
coconut,4
coconut,4
coconut,4
coconut,4
coconut,6
coconut,4
coconut,4
coconut,4
coconut,4
coconut,6
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,6
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
coconut,4
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
cotton,2
jute,2
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,2
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
coffee,6
coffee,2
coffee,2
coffee,2
coffee,2
coffee,2
coffee,2
coffee,2
coffee,2
coffee,6
coffee,2
coffee,6
coffee,6
coffee,2
coffee,2
coffee,2
coffee,6
coffee,6
coffee,6
coffee,2
coffee,6
coffee,6
coffee,6
coffee,2
coffee,2
coffee,6
coffee,6
coffee,6
coffee,6
coffee,2
coffee,6
coffee,2
coffee,2
coffee,2
coffee,6
coffee,2
coffee,6
coffee,2
coffee,2
coffee,6
coffee,2
coffee,6
coffee,6
coffee,2
coffee,6
coffee,6
coffee,6
coffee,2
coffee,2
coffee,6
coffee,2
coffee,6
coffee,2
coffee,2
coffee,6
coffee,6
coffee,6
coffee,2
coffee,6
coffee,6
coffee,6
coffee,6
coffee,2
coffee,6
